timestamp,url,verdict,label,phishing_probability,feedback,reason,features,_id
2026-08-12T07:24:23,https://chatgpt.com/c/6a7bc49d-1540-83e8-9fc1-96c32316d334,low,legitimate,0.2117,correct,,"{'having_IP_Address': 1.0, 'URL_Length': 0.0, 'Shortining_Service': 1.0, 'having_At_Symbol': 1.0, 'double_slash_redirecting': 1.0, 'Prefix_Suffix': 1.0, 'having_Sub_Domain': 1.0, 'SSLfinal_State': 0.0, 'Domain_registeration_length': nan, 'Favicon': nan, 'port': 1.0, 'HTTPS_token': 1.0, 'Request_URL': nan, 'URL_of_Anchor': nan, 'Links_in_tags': nan, 'SFH': nan, 'Submitting_to_email': nan, 'Abnormal_URL': 1.0, 'Redirect': nan, 'on_mouseover': nan, 'RightClick': nan, 'popUpWidnow': nan, 'Iframe': nan, 'age_of_domain': nan, 'DNSRecord': 1.0, 'web_traffic': nan, 'Page_Rank': nan, 'Google_Index': nan, 'Links_pointing_to_page': nan, 'Statistical_report': nan}",6a7bd2504e28fd475fdf21ce
2026-08-12T07:24:26,https://chatgpt.com/c/6a7bc49d-1540-83e8-9fc1-96c32316d334,low,legitimate,0.2117,correct,,"{'having_IP_Address': 1.0, 'URL_Length': 0.0, 'Shortining_Service': 1.0, 'having_At_Symbol': 1.0, 'double_slash_redirecting': 1.0, 'Prefix_Suffix': 1.0, 'having_Sub_Domain': 1.0, 'SSLfinal_State': 0.0, 'Domain_registeration_length': nan, 'Favicon': nan, 'port': 1.0, 'HTTPS_token': 1.0, 'Request_URL': nan, 'URL_of_Anchor': nan, 'Links_in_tags': nan, 'SFH': nan, 'Submitting_to_email': nan, 'Abnormal_URL': 1.0, 'Redirect': nan, 'on_mouseover': nan, 'RightClick': nan, 'popUpWidnow': nan, 'Iframe': nan, 'age_of_domain': nan, 'DNSRecord': 1.0, 'web_traffic': nan, 'Page_Rank': nan, 'Google_Index': nan, 'Links_pointing_to_page': nan, 'Statistical_report': nan}",6a7bd2524e28fd475fdf21cf
